Id,DwellSubClass,Zone,Frontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,Slope,Condition1,Condition2,DwellClass,OverallQuality,OverallCondition,YearBuilt,ExteriorCondition,BasementCondition,TotalBSF,HeatingQC,CentralAir,1stFSF,2ndFSF,LowQualFinSF,LivingArea,FullBath,HalfBath,BedroomAbvGr,KitchenQuality,KitchenAbvGr,TotalRmsAbvGrd,Fireplaces,GarageType,GarageCars,PavedDrive,PoolArea,OpenPorchSF,Fence,MoSold,YrSold,SaleType,SalePrice
361,85,RL,NA,7540,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,6,6,1978,TA,TA,888,Ex,Y,912,0,0,912,1,0,2,TA,1,5,1,Attchd,2,Y,0,0,MnPrv,6,2007,WD,156000
362,50,RL,NA,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1940,TA,TA,883,Gd,Y,988,517,0,1505,1,0,3,TA,1,8,0,Detchd,1,N,0,0,NA,7,2008,WD,145000
363,85,RL,64,7301,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,5,2003,TA,NA,0,Ex,Y,495,1427,0,1922,3,0,4,Gd,1,7,1,BuiltIn,2,Y,0,0,NA,7,2009,ConLD,198500
364,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,6,8,1972,TA,TA,483,Gd,Y,483,504,0,987,1,1,2,Gd,1,5,0,Detchd,1,Y,0,0,NA,5,2009,WD,118000
365,60,RL,NA,18800,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,6,5,1976,TA,TA,796,TA,Y,790,784,0,1574,2,1,3,TA,1,6,1,Attchd,2,Y,0,111,NA,7,2006,WD,190000
366,70,RM,59,10690,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,7,1920,Gd,Fa,672,Gd,Y,672,672,0,1344,1,0,3,TA,1,6,0,Detchd,1,Y,0,128,NA,7,2009,WD,147000
367,20,RL,NA,9500,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1963,TA,TA,1394,Gd,Y,1394,0,0,1394,1,1,3,TA,1,6,2,Attchd,2,Y,0,76,NA,7,2009,WD,159000
368,80,RL,101,9150,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,5,1962,TA,TA,1099,Gd,Y,1431,0,0,1431,1,0,3,TA,1,6,1,Basment,1,Y,0,110,NA,12,2008,WD,165000
369,20,RL,78,7800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1954,TA,TA,1268,Gd,Y,1268,0,0,1268,1,0,2,TA,1,7,1,Attchd,1,Y,0,98,NA,3,2010,WD,132000
370,20,RL,NA,9830,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,7,1959,Gd,TA,1063,Ex,Y,1287,0,0,1287,1,0,3,Gd,1,7,1,Detchd,2,Y,0,17,NA,3,2010,WD,162000
371,60,RL,NA,8121,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,2000,TA,TA,953,Ex,Y,953,711,0,1664,2,1,3,TA,1,7,1,Attchd,2,Y,0,40,NA,1,2006,WD,172400
372,50,RL,80,17120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,4,4,1959,TA,NA,0,TA,Y,1120,468,0,1588,2,0,4,TA,1,7,1,Detchd,2,N,0,59,NA,7,2008,WD,134432
373,120,RL,50,7175,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,6,5,1984,TA,TA,744,TA,Y,752,0,0,752,1,0,2,TA,1,4,0,Attchd,1,Y,0,0,MnPrv,2,2010,WD,125000
374,20,RL,79,10634,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1953,TA,TA,608,TA,Y,1319,0,0,1319,1,0,3,TA,1,5,0,Attchd,1,Y,0,0,GdWo,11,2009,WD,123000
375,60,RL,65,8200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2003,TA,TA,847,Ex,Y,847,1081,0,1928,2,1,4,Gd,1,8,1,BuiltIn,2,Y,0,48,NA,7,2007,WD,219500
376,30,RL,NA,10020,Pave,NA,IR1,Low,AllPub,Inside,Sev,Norm,Norm,1Fam,1,1,1922,Fa,Po,683,Gd,N,904,0,0,904,0,1,1,Fa,1,4,0,NA,0,Y,0,0,NA,3,2009,WD,61000
377,85,RL,57,8846,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,5,5,1996,TA,TA,870,Ex,Y,914,0,0,914,1,0,2,TA,1,5,0,Detchd,2,Y,0,0,NA,7,2006,WD,148000
378,60,FV,102,11143,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,8,5,2004,TA,TA,1580,Ex,Y,1580,886,0,2466,3,0,4,Gd,1,8,1,Attchd,2,Y,0,214,NA,12,2007,WD,340000
379,20,RL,88,11394,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,9,2,2010,TA,TA,1856,Ex,Y,1856,0,0,1856,1,1,1,Ex,1,8,1,Attchd,3,Y,0,0,NA,6,2010,New,394432
380,60,RL,60,8123,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,RRAn,Norm,1Fam,6,5,2000,TA,TA,982,Ex,Y,1007,793,0,1800,2,1,3,TA,1,7,1,Attchd,2,Y,0,63,NA,6,2009,WD,179000
381,50,RL,50,5000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1924,TA,TA,1026,TA,Y,1026,665,0,1691,2,0,3,Gd,1,6,1,Detchd,1,Y,0,0,NA,5,2010,WD,127000
382,20,FV,60,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2006,TA,Gd,1293,Ex,Y,1301,0,0,1301,2,0,2,Gd,1,5,1,Attchd,2,Y,0,121,NA,8,2006,New,187750
383,60,RL,79,9245,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2006,TA,TA,939,Ex,Y,939,858,0,1797,2,1,3,Gd,1,8,0,Attchd,2,Y,0,53,NA,4,2007,WD,213500
384,45,RH,60,9000,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,3,1928,TA,Fa,784,TA,N,784,0,0,784,1,0,2,TA,1,5,0,Detchd,2,N,0,0,NA,10,2009,WD,76000
385,60,RL,NA,53107,Pave,NA,IR2,Low,AllPub,Corner,Mod,Feedr,Norm,1Fam,6,5,1992,TA,TA,1580,Ex,Y,1079,874,0,1953,2,1,3,Gd,1,9,2,Attchd,2,Y,0,231,NA,6,2007,WD,240000
386,120,RL,43,3182,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,8,5,2004,TA,TA,1256,Ex,Y,1269,0,0,1269,2,0,2,Gd,1,6,1,Attchd,2,Y,0,20,NA,4,2010,WD,192000
387,50,RL,58,8410,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Feedr,Norm,1Fam,5,3,1910,Fa,TA,658,TA,Y,658,526,0,1184,1,0,5,TA,1,8,0,NA,0,N,0,151,NA,5,2006,WD,81000
388,80,RL,72,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,6,1976,TA,TA,1041,Ex,Y,1125,0,0,1125,1,0,3,TA,1,6,1,Detchd,1,Y,0,0,GdWo,10,2009,WD,125000
389,20,RL,93,9382,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,7,5,1999,TA,TA,1468,Ex,Y,1479,0,0,1479,2,0,3,Gd,1,6,0,Attchd,2,Y,0,25,NA,7,2008,WD,191000
390,60,RL,96,12474,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,10,5,2007,TA,TA,1682,Ex,Y,1742,590,0,2332,2,1,3,Ex,1,9,1,BuiltIn,3,Y,0,134,NA,8,2008,New,426000
391,50,RL,50,8405,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,8,1900,TA,Gd,861,Ex,Y,961,406,0,1367,1,0,4,TA,1,7,0,Detchd,1,Y,0,130,MnPrv,4,2008,WD,119000
392,60,RL,71,12209,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,6,5,2001,TA,TA,804,Ex,Y,804,1157,0,1961,2,1,3,Gd,1,7,1,BuiltIn,2,Y,0,192,NA,6,2009,WD,215000
393,20,RL,NA,8339,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,7,1959,TA,NA,0,TA,Y,882,0,0,882,1,0,3,TA,1,5,0,Attchd,1,Y,0,0,MnPrv,7,2007,WD,106500
394,30,RL,NA,7446,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,4,5,1941,TA,TA,788,TA,Y,788,0,0,788,1,0,2,TA,1,4,2,NA,0,Y,0,0,GdWo,4,2006,WD,100000
395,50,RL,60,10134,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1940,TA,TA,735,Gd,Y,735,299,0,1034,1,0,2,TA,1,5,0,Detchd,1,Y,0,39,NA,7,2007,WD,109000
396,20,RL,68,9571,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1956,TA,TA,1144,TA,Y,1144,0,0,1144,1,0,3,TA,1,6,0,Attchd,1,Y,0,0,NA,6,2010,WD,129000
397,20,RL,60,7200,Pave,NA,Reg,Low,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1972,TA,TA,894,TA,Y,894,0,0,894,1,0,2,TA,1,6,0,Detchd,2,Y,0,0,NA,9,2009,WD,123000
398,60,RL,69,7590,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,PosN,Norm,1Fam,5,5,1962,TA,TA,864,TA,Y,876,936,0,1812,2,0,4,TA,1,8,1,Attchd,1,Y,0,168,NA,7,2007,WD,169500
399,30,RM,60,8967,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,2,1920,Fa,Po,961,Gd,Y,1077,0,0,1077,1,0,2,TA,1,6,0,Detchd,1,N,0,0,NA,11,2007,WD,67000
400,60,FV,65,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2006,TA,TA,1092,Ex,Y,1112,438,0,1550,2,0,2,Gd,1,7,0,Attchd,2,Y,0,168,NA,10,2009,WD,241000
401,120,RL,38,14963,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,8,5,1996,TA,TA,1260,Ex,Y,1288,0,0,1288,1,1,1,Ex,1,4,2,Attchd,2,Y,0,30,NA,12,2008,WD,245500
402,20,RL,65,8767,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2005,TA,TA,1310,Ex,Y,1310,0,0,1310,2,0,3,Gd,1,6,1,Attchd,2,Y,0,0,NA,7,2006,New,164990
403,30,RL,60,10200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,8,1940,TA,TA,672,Ex,Y,672,0,0,672,1,0,2,TA,1,4,0,Detchd,1,N,0,0,GdPrv,8,2008,WD,108000
404,60,RL,93,12090,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,8,5,1998,TA,TA,1141,Gd,Y,1165,1098,0,2263,2,1,4,Gd,1,10,1,BuiltIn,2,Y,0,123,NA,7,2006,WD,258000
405,60,RL,NA,10364,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1995,TA,TA,806,Gd,Y,806,766,0,1572,2,1,3,TA,1,7,1,BuiltIn,2,Y,0,40,NA,5,2007,WD,168000
406,20,RL,NA,9991,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,4,4,1976,TA,TA,1281,Ex,Y,1620,0,0,1620,2,0,3,TA,1,8,1,Attchd,2,Y,0,78,GdWo,6,2009,WD,150000
407,50,RL,51,10480,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1936,TA,TA,1064,Ex,Y,1166,0,473,1639,1,0,3,TA,1,6,0,Detchd,1,Y,0,0,NA,3,2008,WD,115000
408,70,RL,63,15576,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,7,1915,TA,TA,840,Ex,Y,840,840,0,1680,2,0,4,TA,1,8,0,Attchd,1,Y,0,0,NA,3,2008,WD,177000
409,60,RL,109,14154,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,5,2006,TA,Gd,1063,Ex,Y,1071,1101,0,2172,2,1,3,Gd,1,9,1,Attchd,3,Y,0,62,NA,8,2007,New,280000
410,60,FV,85,10800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2007,TA,TA,1034,Ex,Y,1050,1028,0,2078,2,1,3,Ex,1,8,1,Attchd,3,Y,0,102,NA,4,2008,New,339750
411,20,RL,68,9571,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,3,1958,Fa,Fa,1276,TA,Y,1276,0,0,1276,1,0,3,TA,1,5,0,Attchd,1,Y,0,0,NA,6,2009,COD,60000
412,190,RL,100,34650,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,2fmCon,5,5,1955,TA,TA,1056,TA,N,1056,0,0,1056,1,0,3,TA,1,5,0,Attchd,2,Y,0,0,NA,1,2006,WD,145000
413,20,FV,NA,4403,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2009,TA,TA,1470,Ex,Y,1478,0,0,1478,2,1,2,Gd,1,7,1,Attchd,2,Y,0,144,NA,6,2010,New,222000
414,30,RM,56,8960,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,5,6,1927,TA,TA,1008,Gd,Y,1028,0,0,1028,1,0,2,TA,1,5,1,Detchd,2,Y,0,0,NA,3,2010,WD,115000
415,60,RL,59,11228,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,7,5,1993,TA,TA,1080,Ex,Y,1080,1017,0,2097,2,1,3,Gd,1,9,1,Attchd,3,Y,0,187,NA,12,2008,WD,228000
416,20,RL,73,8899,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2007,TA,TA,1340,Ex,Y,1340,0,0,1340,2,0,3,Gd,1,6,0,Attchd,2,Y,0,30,NA,8,2007,New,181134
417,60,RL,74,7844,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,7,1978,TA,TA,672,TA,Y,672,728,0,1400,1,1,3,TA,1,6,1,Attchd,2,Y,0,0,NA,3,2006,WD,149500
418,70,RL,86,22420,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,6,6,1918,TA,TA,1370,TA,N,1370,1254,0,2624,2,1,4,TA,1,10,1,Detchd,3,N,0,0,NA,11,2007,WD,239000
419,50,RL,60,8160,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1940,TA,TA,756,Fa,N,756,378,0,1134,1,1,3,TA,1,7,0,Detchd,1,P,0,0,NA,4,2007,WD,126000
420,20,RL,65,8450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1968,TA,TA,1056,Ex,Y,1056,0,0,1056,1,0,3,TA,1,6,1,Attchd,1,Y,0,85,NA,7,2010,WD,142000
421,90,RM,78,7060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,7,5,1997,Gd,Gd,1344,Ex,Y,1344,0,0,1344,2,0,2,TA,2,8,0,Attchd,4,Y,0,0,NA,11,2008,WD,206300
422,20,RL,NA,16635,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,6,7,1977,TA,TA,1602,Gd,Y,1602,0,0,1602,2,0,3,Gd,1,8,1,Attchd,2,Y,0,0,NA,6,2009,WD,215000
423,20,RL,100,21750,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Artery,Norm,1Fam,5,5,1954,TA,TA,988,Ex,Y,988,0,0,988,1,0,2,TA,1,4,0,Attchd,2,N,0,0,NA,2,2008,WD,113000
424,60,RL,80,9200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,1998,TA,TA,1470,Gd,Y,1470,1160,0,2630,2,1,4,Gd,1,8,1,Attchd,3,Y,0,66,NA,6,2008,WD,315000
425,20,RL,72,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,5,1956,TA,TA,1196,Gd,Y,1196,0,0,1196,1,0,2,TA,1,6,1,Attchd,1,Y,0,44,NA,5,2008,WD,139000
426,60,RM,60,3378,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,8,1946,Gd,TA,651,Gd,Y,707,682,0,1389,1,1,3,TA,1,6,2,Detchd,1,P,0,0,NA,9,2009,WD,135000
427,80,RL,NA,12800,Pave,NA,Reg,Low,AllPub,Inside,Mod,Norm,Norm,1Fam,7,5,1989,TA,TA,1518,Gd,Y,1644,0,0,1644,2,0,2,Gd,1,5,1,Attchd,2,Y,0,0,NA,8,2009,WD,275000
428,20,RL,77,8593,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,4,6,1957,TA,TA,907,Ex,Y,907,0,0,907,1,0,3,TA,1,5,0,Detchd,1,Y,0,0,NA,7,2008,WD,109008
429,20,RL,64,6762,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,2007,TA,TA,1208,Ex,Y,1208,0,0,1208,2,0,2,Gd,1,6,0,Attchd,2,Y,0,54,NA,9,2007,New,195400
430,20,RL,130,11457,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,5,1988,TA,TA,1392,TA,Y,1412,0,0,1412,2,0,3,Gd,1,6,1,Attchd,2,Y,0,0,NA,3,2009,WD,175000
431,160,RM,21,1680,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,6,5,1971,TA,TA,483,TA,Y,483,504,0,987,1,1,2,TA,1,4,0,Detchd,1,Y,0,0,NA,7,2008,COD,85400
432,50,RM,60,5586,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Feedr,Norm,1Fam,6,7,1920,TA,TA,901,Gd,Y,1088,110,0,1198,1,0,4,TA,1,7,0,NA,0,N,0,98,MnPrv,9,2008,ConLD,79900
433,160,RM,24,1920,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,5,5,1971,TA,TA,765,Ex,Y,765,600,0,1365,1,1,2,TA,1,6,0,Detchd,2,Y,0,36,NA,8,2007,WD,122500
434,60,RL,100,10839,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,5,1997,TA,TA,926,Ex,Y,926,678,0,1604,2,1,3,TA,1,7,1,Attchd,2,Y,0,36,NA,7,2008,WD,181000
435,180,RM,21,1890,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,4,7,1972,Gd,TA,630,Gd,Y,630,0,0,630,1,0,1,TA,1,3,0,NA,0,Y,0,0,NA,6,2008,WD,81000
436,60,RL,43,10667,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,PosN,Norm,1Fam,7,6,1996,TA,TA,799,Ex,Y,827,834,0,1661,2,1,3,Gd,1,6,1,Attchd,2,Y,0,61,NA,4,2009,ConLw,212000
437,50,RM,40,4400,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,8,1920,TA,TA,648,TA,Y,734,384,0,1118,1,0,2,TA,1,6,0,Detchd,2,Y,0,0,NA,10,2006,WD,116000
438,45,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,7,1926,TA,TA,884,Gd,Y,904,0,0,904,1,0,2,TA,1,4,0,Detchd,1,Y,0,0,NA,1,2009,WD,119000
439,30,RL,40,4280,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,6,1913,TA,TA,440,TA,N,694,0,0,694,1,0,2,Gd,1,4,1,Detchd,1,P,0,0,MnPrv,3,2007,WD,90350
440,50,RL,67,12354,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,8,1920,TA,Fa,684,Gd,Y,684,512,0,1196,1,0,3,Gd,1,7,0,Detchd,2,Y,0,46,GdPrv,8,2009,ConLI,110000
441,20,RL,105,15431,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,10,5,2008,TA,TA,3094,Ex,Y,2402,0,0,2402,2,0,2,Ex,1,10,2,Attchd,3,Y,0,72,NA,4,2009,WD,555000
442,90,RL,92,12108,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,4,4,1955,TA,TA,1440,TA,N,1440,0,0,1440,2,0,4,Fa,2,8,0,NA,0,Y,0,0,NA,9,2008,WD,118000
443,50,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,7,1930,TA,TA,1078,TA,Y,1128,445,0,1573,2,0,3,TA,1,8,1,Detchd,2,P,0,0,NA,6,2008,WD,162900
444,120,RL,53,3922,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,7,5,2006,TA,TA,1258,Ex,Y,1258,0,0,1258,2,0,2,Gd,1,6,1,Attchd,3,Y,0,16,NA,6,2007,New,172500
445,60,RL,70,8750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,5,1994,Gd,TA,915,Ex,Y,933,975,0,1908,2,1,4,Gd,1,8,1,Attchd,2,Y,0,133,NA,7,2008,WD,210000
446,20,RL,73,9855,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,5,1956,TA,TA,1436,Fa,Y,1689,0,0,1689,1,0,3,TA,1,7,1,Attchd,2,Y,0,0,MnPrv,11,2009,COD,127500
447,20,RL,137,16492,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,PosA,Norm,1Fam,6,6,1966,TA,TA,1517,Ex,Y,1888,0,0,1888,2,1,2,Gd,1,6,1,Attchd,2,Y,0,0,NA,6,2010,WD,190000
448,60,RL,NA,11214,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,7,5,1998,TA,TA,930,Gd,Y,956,930,0,1886,2,1,4,Gd,1,10,1,Attchd,2,Y,0,0,NA,7,2006,WD,199900
449,50,RM,50,8600,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,6,1937,TA,TA,780,TA,Y,780,596,0,1376,2,0,3,TA,1,7,1,Detchd,1,N,0,0,NA,6,2006,WD,119500
450,50,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,3,7,1948,Gd,TA,649,Ex,Y,679,504,0,1183,1,1,2,TA,1,6,0,Detchd,1,Y,0,176,NA,6,2007,WD,120000
451,30,RM,70,5684,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,6,8,1930,TA,TA,813,Ex,Y,813,0,0,813,1,0,2,Gd,1,5,0,Detchd,1,N,0,113,NA,6,2006,WD,110000
452,20,RL,62,70761,Pave,NA,IR1,Low,AllPub,Inside,Mod,Norm,Norm,1Fam,7,5,1975,TA,TA,1533,TA,Y,1533,0,0,1533,2,0,2,Gd,1,5,2,Attchd,2,Y,0,54,NA,12,2006,WD,280000
453,60,RL,NA,9303,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,6,5,1996,TA,TA,872,Ex,Y,888,868,0,1756,2,1,3,TA,1,7,0,Attchd,2,Y,0,122,NA,7,2007,WD,204000
454,60,FV,75,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,5,2008,TA,TA,768,Ex,Y,786,804,0,1590,2,1,3,Gd,1,6,0,Attchd,2,Y,0,30,NA,6,2009,WD,210000
455,90,RL,63,9297,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,5,5,1976,TA,TA,1728,TA,Y,1728,0,0,1728,2,0,4,TA,2,8,0,Detchd,2,Y,0,0,NA,7,2006,WD,188000
456,20,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,7,6,1973,TA,TA,1242,Fa,Y,1242,0,0,1242,1,1,3,TA,1,6,1,Attchd,2,Y,0,0,NA,9,2007,WD,175500
457,70,RM,34,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1916,TA,TA,624,Fa,N,624,720,0,1344,1,0,4,TA,1,7,0,Detchd,3,Y,0,0,NA,5,2008,COD,98000
458,20,RL,NA,53227,Pave,NA,IR1,Low,AllPub,CulDSac,Mod,Norm,Norm,1Fam,4,6,1954,TA,TA,1364,Ex,Y,1663,0,0,1663,1,0,2,Gd,1,6,2,Attchd,2,Y,0,137,NA,3,2008,WD,256000
459,70,RM,NA,5100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,8,7,1925,Gd,TA,588,Fa,Y,833,833,0,1666,1,0,3,Gd,1,7,1,Detchd,1,Y,0,63,MnPrv,6,2008,WD,161000
460,50,RL,NA,7015,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,Norm,Norm,1Fam,5,4,1950,TA,TA,709,TA,Y,979,224,0,1203,1,0,3,Gd,1,5,1,Detchd,1,Y,0,0,NA,7,2009,WD,110000
461,60,FV,75,8004,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,RRAn,Norm,1Fam,8,5,2009,TA,TA,832,Ex,Y,832,1103,0,1935,2,1,3,TA,1,8,0,BuiltIn,2,Y,0,150,NA,12,2009,New,263435
462,70,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,7,9,1936,Gd,Gd,560,Ex,Y,575,560,0,1135,1,0,3,Gd,1,6,0,Detchd,2,Y,0,0,MnPrv,4,2009,WD,155000
463,20,RL,60,8281,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,5,5,1965,TA,TA,864,Gd,Y,864,0,0,864,1,0,3,TA,1,5,1,Detchd,1,Y,0,0,GdWo,12,2009,WD,62383
464,70,RL,74,11988,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Norm,Norm,1Fam,6,7,1934,TA,TA,715,Fa,Y,849,811,0,1660,1,1,3,TA,1,6,1,Detchd,1,Y,0,0,NA,8,2008,WD,188700
